phase,config,compiler,opt,target_func,candidate_func,model,similarity
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f70,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f70,BinCola,-0.056103
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f70,CLAP,0.071514
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f70,jTrans,0.114014
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f70,safe,0.119997
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl3_get_client_hello,asm2vec,0.646767
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl3_get_client_hello,BinCola,0.226802
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl3_get_client_hello,CLAP,0.719482
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl3_get_client_hello,jTrans,0.798767
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,ssl3_get_client_hello,safe,0.767703
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_165d6,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_165d6,BinCola,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_165d6,CLAP,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_165d6,jTrans,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_165d6,safe,0.000000
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_prepare_serverhello_tlsext,asm2vec,0.264133
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_prepare_serverhello_tlsext,BinCola,0.125706
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_prepare_serverhello_tlsext,CLAP,0.623611
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_prepare_serverhello_tlsext,jTrans,0.542526
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_prepare_serverhello_tlsext,safe,0.692910
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_CTX_use_certificate_file,asm2vec,0.260995
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_CTX_use_certificate_file,BinCola,0.146389
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_CTX_use_certificate_file,CLAP,0.496986
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_CTX_use_certificate_file,jTrans,0.412542
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_CTX_use_certificate_file,safe,0.540525
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,_init,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,_init,BinCola,-0.154291
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,_init,CLAP,-0.031566
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,_init,jTrans,-0.130479
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,_init,safe,0.133847
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e66,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e66,BinCola,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e66,CLAP,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e66,jTrans,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16e66,safe,0.000000
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_16580,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_16580,BinCola,-0.179983
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_16580,CLAP,-0.096356
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_16580,jTrans,0.238668
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_16580,safe,0.000000
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_get_SSL_CTX,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_get_SSL_CTX,BinCola,-0.075132
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_get_SSL_CTX,CLAP,-0.100609
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_get_SSL_CTX,jTrans,-0.237730
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,SSL_get_SSL_CTX,safe,0.118151
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16150,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16150,BinCola,0.014437
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16150,CLAP,0.023230
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16150,jTrans,0.295517
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16150,safe,0.140341
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_bytes_to_cipher_list,asm2vec,0.405477
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_bytes_to_cipher_list,BinCola,0.131869
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_bytes_to_cipher_list,CLAP,0.675768
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_bytes_to_cipher_list,jTrans,0.422725
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl_bytes_to_cipher_list,safe,0.667735
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_client_hello,asm2vec,0.347467
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_client_hello,BinCola,0.168449
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_client_hello,CLAP,0.719482
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_client_hello,jTrans,0.798767
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_client_hello,safe,0.767703
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17000,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17000,BinCola,-0.110534
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17000,CLAP,0.132806
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17000,jTrans,0.238668
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,FUN_17000,safe,0.000000
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SRP_Calc_A_param,asm2vec,0.407529
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SRP_Calc_A_param,BinCola,0.138076
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SRP_Calc_A_param,CLAP,0.403107
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SRP_Calc_A_param,jTrans,0.750790
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SRP_Calc_A_param,safe,0.389230
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,ssl23_read,asm2vec,0.356546
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,ssl23_read,BinCola,-0.124931
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,ssl23_read,CLAP,0.549087
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,ssl23_read,jTrans,0.566144
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,ssl23_read,safe,0.285016
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,dtls1_write_app_data_bytes,asm2vec,0.422068
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,dtls1_write_app_data_bytes,BinCola,-0.030560
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,dtls1_write_app_data_bytes,CLAP,0.507625
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,dtls1_write_app_data_bytes,jTrans,0.503320
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,dtls1_write_app_data_bytes,safe,0.561983
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_get_SSL_CTX,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_get_SSL_CTX,BinCola,-0.078825
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_get_SSL_CTX,CLAP,-0.100609
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_get_SSL_CTX,jTrans,-0.237730
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_get_SSL_CTX,safe,0.118151
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16776,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16776,BinCola,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16776,CLAP,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16776,jTrans,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16776,safe,0.000000
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_bytes_to_cipher_list,asm2vec,0.406730
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_bytes_to_cipher_list,BinCola,0.135868
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_bytes_to_cipher_list,CLAP,0.675768
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_bytes_to_cipher_list,jTrans,0.422725
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_bytes_to_cipher_list,safe,0.667735
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_CTX_add_session,asm2vec,0.482056
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_CTX_add_session,BinCola,0.268529
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_CTX_add_session,CLAP,0.522976
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_CTX_add_session,jTrans,0.691751
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_CTX_add_session,safe,0.690181
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.TLSv1_1_server_method,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.TLSv1_1_server_method,BinCola,-0.084893
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.TLSv1_1_server_method,CLAP,0.508334
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.TLSv1_1_server_method,jTrans,-0.215551
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.TLSv1_1_server_method,safe,0.109574
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SRP_Calc_A_param,asm2vec,0.297803
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SRP_Calc_A_param,BinCola,0.082691
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SRP_Calc_A_param,CLAP,0.403107
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SRP_Calc_A_param,jTrans,0.750790
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SRP_Calc_A_param,safe,0.389230
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_171d0,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_171d0,BinCola,-0.156519
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_171d0,CLAP,0.249848
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_171d0,jTrans,0.238668
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,FUN_171d0,safe,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16d66,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16d66,BinCola,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16d66,CLAP,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16d66,jTrans,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16d66,safe,0.000000
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f40,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f40,BinCola,0.017228
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f40,CLAP,0.042362
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f40,jTrans,0.114014
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17f40,safe,0.119997
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16676,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16676,BinCola,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16676,CLAP,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16676,jTrans,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16676,safe,0.000000
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_167c0,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_167c0,BinCola,-0.234061
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_167c0,CLAP,0.149033
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_167c0,jTrans,0.238668
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_167c0,safe,0.000000
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_CTX_add_session,asm2vec,0.424501
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_CTX_add_session,BinCola,0.331104
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_CTX_add_session,CLAP,0.522976
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_CTX_add_session,jTrans,0.691751
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.SSL_CTX_add_session,safe,0.690181
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,TLSv1_1_server_method,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,TLSv1_1_server_method,BinCola,-0.029021
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,TLSv1_1_server_method,CLAP,0.508334
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,TLSv1_1_server_method,jTrans,-0.215551
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,TLSv1_1_server_method,safe,0.109574
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,ssl3_get_cert_verify,asm2vec,0.368884
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,ssl3_get_cert_verify,BinCola,0.237171
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,ssl3_get_cert_verify,CLAP,0.742980
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,ssl3_get_cert_verify,jTrans,0.658351
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,ssl3_get_cert_verify,safe,0.376388
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_CTX_use_PrivateKey,asm2vec,0.065494
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_CTX_use_PrivateKey,BinCola,0.017436
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_CTX_use_PrivateKey,CLAP,0.486408
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_CTX_use_PrivateKey,jTrans,0.585886
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,SSL_CTX_use_PrivateKey,safe,0.278980
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16120,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16120,BinCola,0.022821
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16120,CLAP,0.011808
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16120,jTrans,0.295517
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,FUN_16120,safe,0.140341
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_18970,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_18970,BinCola,-0.051640
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_18970,CLAP,0.064494
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_18970,jTrans,0.114014
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_18970,safe,0.119997
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16320,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16320,BinCola,0.014181
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16320,CLAP,0.041263
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16320,jTrans,0.295517
obfuscated,openssl-1.0.1c-clang-o0,clang,o0,tls1_process_heartbeat,FUN_16320,safe,0.140341
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_set_pkey,asm2vec,0.437181
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_set_pkey,BinCola,0.111451
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_set_pkey,CLAP,0.547171
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_set_pkey,jTrans,0.338064
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,ssl_set_pkey,safe,0.450633
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_COMP_get_name,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_COMP_get_name,BinCola,-0.030359
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_COMP_get_name,CLAP,0.053181
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_COMP_get_name,jTrans,0.281434
obfuscated,openssl-1.0.1c-clang-o1,clang,o1,tls1_process_heartbeat,SSL_COMP_get_name,safe,0.169601
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_ssl_method,asm2vec,0.143874
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_ssl_method,BinCola,-0.179124
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_ssl_method,CLAP,0.125770
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_ssl_method,jTrans,0.292815
obfuscated,openssl-1.0.1c-gcc-o0,gcc,o0,tls1_process_heartbeat,SSL_set_ssl_method,safe,0.437597
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_cert_verify,asm2vec,0.421320
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_cert_verify,BinCola,0.222322
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_cert_verify,CLAP,0.742980
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_cert_verify,jTrans,0.658351
obfuscated,openssl-1.0.1c-gcc-o3,gcc,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl3_get_cert_verify,safe,0.376388
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl2_num_ciphers,asm2vec,0.000000
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl2_num_ciphers,BinCola,-0.103782
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl2_num_ciphers,CLAP,-0.074640
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl2_num_ciphers,jTrans,0.030028
obfuscated,openssl-1.0.1c-clang-o3,clang,o3,tls1_process_heartbeat,.gtirb_pprinter.hidden_alias.ssl2_num_ciphers,safe,0.131832
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,dtls1_output_cert_chain,asm2vec,0.567060
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,dtls1_output_cert_chain,BinCola,0.192024
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,dtls1_output_cert_chain,CLAP,0.508592
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,dtls1_output_cert_chain,jTrans,0.707422
obfuscated,openssl-1.0.1c-clang-o2,clang,o2,tls1_process_heartbeat,dtls1_output_cert_chain,safe,0.401559
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17da0,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17da0,BinCola,0.063022
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17da0,CLAP,0.013040
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17da0,jTrans,0.114014
obfuscated,openssl-1.0.1c-gcc-o2,gcc,o2,tls1_process_heartbeat,FUN_17da0,safe,0.119997
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16c60,asm2vec,0.000000
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16c60,BinCola,-0.175014
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16c60,CLAP,0.041270
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16c60,jTrans,0.238668
obfuscated,openssl-1.0.1c-gcc-o1,gcc,o1,tls1_process_heartbeat,FUN_16c60,safe,0.000000
